date,content,reply_count,retweet_count,like_count,quote_count,hashtags,emojis
2020-01-23,"RT @adrianlovett: VIDEO: My fav panel of #Davos week - talking about human rights, the Contract for the Web and the traffic in Davos (!) wi…",0,3,0,0,['Davos'],
2020-01-23,"The time for action is now. We’re proud to stand with the UN @globalcompact &amp; @SAP to help organizations advance #sustainability in their business operations.

Our CEO @JulieSweet helped announce the partnership at #WEF20—watch here: https://t.co/WPFtZT31dx #UnitingBusiness https://t.co/IXZiKdrHNE",5,28,93,5,"['sustainability', 'WEF20', 'UnitingBusiness']",
2020-01-23,"Today at #WEF20: Secretary-General of the @UN @antonioguterres helped announce the launch of SDG Ambition and our partnership with UN @globalcompact &amp; @SAP to help companies accelerate #sustainability goals.

🎥 Watch here: https://t.co/iijYLRzqEp #UnitingBusiness https://t.co/sJrNZLeRuj",1,17,40,0,"['WEF20', 'sustainability', 'UnitingBusiness']",🎥
2020-01-23,RT @pauldaugh: I was asked to summarize Davos 2020 in as few words as possible - so what better form than Haiku? #WEF20 https://t.co/H3gAwG…,0,5,0,0,['WEF20'],
2020-01-23,"Proud to partner with UN @globalcompact &amp; @SAP to usher in a new decade of business action in #sustainability through SDG Ambition. 
 
Read how we'll help organizations fully incorporate sustainability into their company: https://t.co/wsbxzeCKkP #WEF20 #UnitingBusiness https://t.co/7N0F7OPB2k",1,11,25,1,"['sustainability', 'WEF20', 'UnitingBusiness']",
2020-01-23,"🏔️🎥🙌 We're keeping busy at #WEF20!

More details here: https://t.co/m4ZpcnSjy5 #AccentureAtDavos https://t.co/45LHE0ANqU",0,4,25,2,"['WEF20', 'AccentureAtDavos']",🏔🎥🙌
2020-01-23,RT @pauldaugh: Last year 73% of respondents said ownership and control of personal #data and online identity should be regarded as a basic…,0,1722,0,0,['data'],
2020-01-23,"One of the biggest trending topics at #WEF20 this week? #Sustainability. 

We gathered the experts to share deeper insights in our daily live broadcast from Davos. 👀Watch it here: https://t.co/nXAyMyf2kx https://t.co/hOOmbKJSai",1,22,44,0,"['WEF20', 'Sustainability']",👀
2020-01-23,"This week at #WEF20: Our CEO @JulieSweet and @AlibabaGroup Chairman &amp; CEO Daniel Zhang sat down to talk about shaping an inclusive platform economy. 

🎥 Watch it here: https://t.co/BP4iMBAVlR https://t.co/ZQyBbtPCl4",6,13,42,2,['WEF20'],🎥
2020-01-23,CEOs who take the right path with tech investments deliver greater financial success. Here’s how: https://t.co/Rt7kzohczt #IntoTheNew https://t.co/MapYg5mf1V,0,6,22,0,['IntoTheNew'],
2020-01-22,"How to create a great place to work for all? @EllynJShook1 shares notes from an extraordinary discussion about people and culture, direct from Davos: https://t.co/vy5LN1obwI #WEF20",0,8,15,1,['WEF20'],
2020-01-22,"How can companies deliver value while building values like trust? 

@MarriottIntl's Stephanie Linnartz joined @pauldaugh @alansmurray @amcafee in Davos to discuss—watch here: https://t.co/EdJtTzqpV6 #WEF20 #AccentureAtDavos https://t.co/6xFawquJ6a",0,5,14,0,"['WEF20', 'AccentureAtDavos']",
2020-01-22,"Today at #WEF20: Leaders of @GPTW_US organizations—including our CEO @JulieSweet—held a candid panel about creating a culture that elevates your people. 

Thanks @aneelb of @Workday; @ChuckRobbins of @Cisco; Lindsey Argalas of @bancosantander; @MBushGPTW &amp; our CHRO @EllynJShook1 https://t.co/ThdCsANIin",1,13,73,3,['WEF20'],
2020-01-22,"Quick insights from #WEF20: What's one thing organizations can do to create new value in 2020?

Here's what @wesleyspindler @huwiler_marco @peterlacy @jessicalongdev @Thomi_Meyer @JimmyEtheredge had to say. 
https://t.co/cERGfBdMdl #AccentureAtDavos #IntoTheNew https://t.co/LQ8QtcB0Cn",1,10,34,2,"['WEF20', 'AccentureAtDavos', 'IntoTheNew']",
2020-01-22,"Access to personal data has become essential for leading digital businesses—but with that comes a need for strong customer trust.  

Hear more on digital identity from @DBTreat and our full panel at #WEF20: https://t.co/dFirNnb3Hj #IntoTheNew https://t.co/AtpwDoRp32",1,10,47,3,"['WEF20', 'IntoTheNew']",
2020-01-22,@bmwfoundation Thanks for sharing! Great insights—feel free to check out our new report on #ResponsibleLeadership we released at #WEF20: https://t.co/265yrPRPyQ,0,0,1,0,"['ResponsibleLeadership', 'WEF20']",
2020-01-22,"@EXAGolo Our new report with @YGLvoices @GlobalShapers includes insights from 1,800 emerging leaders on what skills they think are necessary to learn for the future—some really interesting findings. Check it out here if you're interested: https://t.co/FX2Cod0Jgc #WEF20",0,0,2,0,['WEF20'],
2020-01-22,"Stakeholder capitalism, data identity and other trending topics at #WEF20—@pauldaugh @nxthompson @nytimes @MarriottIntl discuss in the first episode of our daily live show in Davos. 

🎥 👀 Catch the replay here: https://t.co/Wb8j1KVFn8 
#AccentureAtDavos #IntoTheNew https://t.co/bArix4vSIy",0,11,28,0,"['WEF20', 'AccentureAtDavos', 'IntoTheNew']",🎥👀
2020-01-22,"LIVE NOW: Our CEO @JulieSweet and @AlibabaGroup Chairman &amp; CEO Daniel Zhang discuss shaping an inclusive platform economy at #WEF20. 

Watch the livestream via @wef: https://t.co/iE2i8EKpOW https://t.co/Y2EwFtz5Ub",0,13,37,1,['WEF20'],
2020-01-22,RT @AlibabaGroup: TUNE IN NOW! Alibaba Group Executive Chairman and CEO Daniel Zhang sits down with @Accenture CEO Julie Sweet #wef20 at @D…,0,5,0,0,['wef20'],
2020-01-22,How can CEOs become innovation leaders and maximize the value of their tech investments? Our new report found five key factors: https://t.co/4lY2ucvDUi #WEF20 #IntoTheNew https://t.co/0WHxjhSd85,2,11,31,2,"['WEF20', 'IntoTheNew']",
2020-01-22,"RT @Accenture: Now that #WEF20 is underway, what's the most important topic delegates should focus on at Davos this week?",0,249,0,0,['WEF20'],
2020-01-22,"Profitable growth and positive societal impact? It’s not just possible, it’s optimal—but it requires #ResponsibleLeadership: https://t.co/wrxqhML2wa #WEF20 https://t.co/MtYmIBuGNU",1,12,17,1,"['ResponsibleLeadership', 'WEF20']",
2020-01-21,"🤔🏔️🎥 Want to know what we're up to at #WEF20? Take a look, and find more details here: https://t.co/zqmbS6Vnv5 #AccentureAtDavos https://t.co/mTvBk23RvO",0,5,18,1,"['WEF20', 'AccentureAtDavos']",🤔🏔🎥
2020-01-21,"Learning is one of the most meaningful parts of the Davos experience, says our CHRO @EllynJShook1 on day 2 of #WEF20: https://t.co/UXP9rS2zFV #AccentureAtDavos",1,8,25,0,"['WEF20', 'AccentureAtDavos']",
2020-01-21,"Is technology delivering on its promise of value? 

Watch our @pauldaugh discuss the balance of “Value and Values” with @amcafee @alansmurray @MarriottIntl today at #WEF20: https://t.co/xw1NhTl9JD 🎥👀 https://t.co/2JsRPENvKW",0,27,54,2,['WEF20'],🎥👀
2020-01-21,RT @Accenture: #ResponsibleLeadership is a trending topic at #WEF20 this week. What do YOU think is the most important quality of a respons…,0,65,0,0,"['ResponsibleLeadership', 'WEF20']",
2020-01-21,Not realizing the full value of your technology investments? Read our CEO’s guide: https://t.co/JERnPHfIdx #WEF20 #IntoTheNew,0,10,25,6,"['WEF20', 'IntoTheNew']",
2020-01-21,What does #ResponsibleLeadership look like in the 2020s? Our CHRO @EllynJShook1 revealed a new report with @GlobalShapers &amp; @YGLvoices at #WEF20: https://t.co/fx6j5sQxLZ https://t.co/vnCbzQHzmp,1,11,39,3,"['ResponsibleLeadership', 'WEF20']",
2020-01-21,Transitioning to #CircularEconomy can help businesses meet future consumer demand while alleviating pressure on natural resources—read more in our blog post for @WEF: https://t.co/7o0KHCM7wt #WEF20 https://t.co/psuDD5HmCH,0,14,20,1,"['CircularEconomy', 'WEF20']",
2020-01-20,"#WEF20 will be full of insights and inspiration—our CHRO @EllynJShook1 shares her ""fast five"" learnings from day 1 in Davos: https://t.co/cYNrkex1Lx #AccentureAtDavos",1,8,23,0,"['WEF20', 'AccentureAtDavos']",
2020-01-20,"🔨🎥👏 Our media studio on the Davos Promenade is ready for a week's worth of great sessions! 

See what we're up to at #WEF20: https://t.co/YtfDUOZmdi #AccentureAtDavos https://t.co/SUCSU7WlVB",5,15,71,2,"['WEF20', 'AccentureAtDavos']",🔨🎥👏
2020-01-20,RT @pauldaugh: ICYMI: This @Forbes piece by @benjessel gives a solid overview on the #DigitalDollar Project – a partnership between @Accent…,0,8,0,0,['DigitalDollar'],
2020-01-20,"When the world is your stakeholder, how you grow matters. 

Our new report with @GlobalShapers @YGLvoices reveals the 5 key elements of #ResponsibleLeadership: https://t.co/Yy7t3RVDZF #WEF20 https://t.co/cq4zsdkgQA",0,40,75,13,"['ResponsibleLeadership', 'WEF20']",
2020-01-19,New ways of working call for new ways of leading. We're sharing more all week at #WEF20: https://t.co/CAwTCAPNiq #ResponsibleLeadership https://t.co/1MCqhPNRES,0,7,29,0,"['WEF20', 'ResponsibleLeadership']",
2020-01-17,We're sharing insights direct from Davos all next week—including a daily live show. Get the scoop: https://t.co/HLnMakSTMb #WEF20 #AccentureAtDavos https://t.co/MrQ63rz2yw,2,13,40,3,"['WEF20', 'AccentureAtDavos']",
2020-01-17,76% of consumers say they’re uncomfortable with data collected via microphone on a voice assistant. Learn how to be a better #digitaladvertising listener in our 2019 Consumer Pulse Survey: https://t.co/vbzdHkq3kp https://t.co/xeWLqj4g9z,3,10,21,1,['digitaladvertising'],
2020-01-16,"Most CEOs say they have the right IT systems, but are failing to get full value from them. Why? We'll share more next week at #WEF20: https://t.co/ZWugBhw4kJ #AccentureAtDavos https://t.co/9nuqXouYMW",3,9,20,1,"['WEF20', 'AccentureAtDavos']",
2020-01-16,How to un-stuck your #AI projects from pilot mode? Athina Kanioura shares first-hand client experiences behind our new practical guide: https://t.co/oaXzkO8CoZ #AppliedIntelligence,3,6,10,0,"['AI', 'AppliedIntelligence']",
2020-01-15,"When the world is a stakeholder, how you grow matters. It's what we're focused on next week at #WEF20: https://t.co/jVbzWhJDxO #ResponsibleLeadership https://t.co/Y1oINzOjPr",2,15,29,2,"['WEF20', 'ResponsibleLeadership']",
2020-01-15,What does #FjordTrends predict for 2020? A realignment of what it takes to be successful: https://t.co/NHSoXw64j6 https://t.co/S5Jm6hZ06w,1,11,33,0,['FjordTrends'],
2020-01-14,Companies that govern innovation extensively can achieve 2X revenue growth compared to those that don’t. Read how: https://t.co/MDD55ogrxm #IntoTheNew https://t.co/E872o3TzCQ,1,10,21,0,['IntoTheNew'],
2020-01-14,"See how we're helping bring a world of talent to #Expo2020 Dubai to collaborate, innovate and inspire a brighter future. https://t.co/MRv5ZtcFb7 https://t.co/jtaHGCgEvi",0,6,22,0,['Expo2020'],
2020-01-13,We're sharing insights direct from Davos all next week—including a daily live show. Get the scoop: https://t.co/aNlFebLCU0 #WEF20 #AccentureAtDavos https://t.co/FJ9UwC11uG,0,8,24,1,"['WEF20', 'AccentureAtDavos']",
2020-01-12,"Four days. 1,500 leaders. One mission to drive positive change and improve the state of the world. https://t.co/MrTRhUE7IF #AccentureAtDavos #WEF20 https://t.co/2rRNpoRVpA",4,19,41,4,"['AccentureAtDavos', 'WEF20']",
2020-01-09,"In partnership with @etisalat we're making #Expo2020 one of the smartest, fastest and best-connected places on the planet. See how: https://t.co/ZhwHTpKc0b https://t.co/bNdA0VCxjH",0,6,21,1,['Expo2020'],
2020-01-07,Consumers say that receiving an offer via text message when walking past a store is one of the creepiest #DigitalAdvertising activities. Find out how to keep up without creeping out: https://t.co/Hd987yCWll https://t.co/bpzJAZzfwF,0,3,26,1,['DigitalAdvertising'],
2020-01-07,RT @AccentureSecure: NEWS: @AccentureSecure to acquire Symantec’s Cyber Security Services Business from @Broadcom #ManagedSecurity https://…,0,62,0,0,['ManagedSecurity'],
2020-01-03,How to close the difference between the potential value of technology investments and what they're actually delivering now? Our @DrBhaskarGhosh explains: https://t.co/KpDMe31ekh #IntoTheNew,5,10,18,0,['IntoTheNew'],
2020-01-03,"Our team at @AccentureDock built an experiment to see how people could not only use AI to support their jobs, but actively collaborate with it. Here's what we found: https://t.co/TOLTa69rd2 #HplusM",2,12,30,1,['HplusM'],
2020-01-02,Don't be known for one thing—be known for many. A career with us will help you do just that: https://t.co/V7ii1qOHST #ChooseAllTech https://t.co/pU8vjlZJ9j,2,6,22,0,['ChooseAllTech'],
2020-01-02,Not all heroes wear capes. See how our new compliance-as-a-service offering can help protect your business: https://t.co/bP9UBTYBpF #SynOps https://t.co/VH6nGgfkq8,2,3,18,1,['SynOps'],
2019-12-31,"#FjordTrends 2020 is looking into the future of business, technology and design. Are you? https://t.co/qdHehjtsIB #IntoTheNew https://t.co/Q2MDXQRdzx",0,3,18,1,"['FjordTrends', 'IntoTheNew']",
2019-12-30,What sets us apart? Deep insights and expertise—like our report on enterprise system innovation. Check it out: https://t.co/TcEuucAMaV #IntoTheNew https://t.co/TQrGGihX0f,1,4,12,0,['IntoTheNew'],
2019-12-30,Intelligent automation can greatly improve customer and employee satisfaction—but how to implement it responsibly? Find out: https://t.co/BZjQVMiHW1 #ResponsibleBusiness #AI https://t.co/sSTanESSFs,0,6,19,1,"['ResponsibleBusiness', 'AI']",
2019-12-27,Our largest enterprise survey ever uncovered what leading companies do to scale enterprise technology and drive innovation. Find it here: https://t.co/hf9MDLA2YW #IntoTheNew https://t.co/Wry3ZJddZJ,0,2,20,0,['IntoTheNew'],
2019-12-27,"Now available: Your tech and design guide to what's emerging in 2020, from @Fjord and @AccentureACTIVE. Find #FjordTrends here: https://t.co/mHrEUGj6eV #IntoTheNew https://t.co/qJdjYFiX54",0,1,17,1,"['FjordTrends', 'IntoTheNew']",
2019-12-23,"🐠🐚🐙 Can #AI help save the coral reefs? Read about the groundbreaking work from our @AccentureDock, in cooperation with @aims_gov_au and @Ocean_Agency: https://t.co/OxYtflUfOY https://t.co/Jw98Qn89wm",2,14,48,1,['AI'],🐠🐚🐙
2019-12-23,Learn to code: Change the world. Last week we helped kids prepare for the digital future with #HourOfCode. See how you can continue to make a difference: https://t.co/MNgq1V0SaJ https://t.co/qGzZjh8Gy6,1,6,17,1,['HourOfCode'],
2019-12-20,⏲️🎁🎄 Last Saturday before Christmas is here—and we uncovered a number of retail trends that will drive consumer decisions this #holidayshopping season: https://t.co/THO7qLJqfy #SuperSaturday or #PanicSaturday? https://t.co/y9CvMS7o0z,1,4,14,2,"['holidayshopping', 'SuperSaturday', 'PanicSaturday']",⏲🎁🎄
